2012,10,24,14,37
2012,10,23,17,32
2012,10,25,14,37
2012,10,26,08,45
2012,10,26,14,48
2012,10,26,20,49
2012,10,27,08,46
2012,10,28,08,41
2012,10,28,14,53
2012,10,28,20,53
2012,10,29,08,52
2012,10,30,08,39
2012,11,07,14,48
2012,11,07,18,56
2012,11,08,08,49
2012,11,27,08,39
2012,11,27,14,49
2012,11,28,08,50
2012,12,07,08,31
2012,12,07,14,56
2012,12,07,19,54
2012,12,08,08,48
2012,12,17,08,27
2012,12,17,14,46
2012,12,17,20,16
2012,12,18,08,50
2012,12,27,08,53
2012,12,27,14,51
2012,12,27,20,05
2012,12,28,08,55
2013,01,16,09,39
2013,01,16,14,58
2013,01,16,18,56
2013,01,17,09,45
2013,01,26,09,41
2013,01,26,14,46
2013,01,26,19,34
2013,01,27,09,52
2013,02,05,09,41
2013,02,05,15,23
2013,02,05,18,59
2013,02,06,09,48
2013,02,15,09,47
2013,02,15,14,47
2013,02,15,19,55
2013,02,16,09,48
2013,02,25,09,37
2013,02,25,14,59
2013,02,25,20,49
2013,02,26,09,50
2013,03,07,09,27
2013,03,07,15,13
2013,03,07,21,14
2013,03,08,09,46
2013,03,17,09,29
2013,03,17,14,48
2013,03,17,21,08
2013,03,18,09,58
2013,03,27,09,31
2013,03,27,14,58
2013,03,27,20,22
2013,03,28,09,48
2013,04,06,09,29
2013,04,06,14,52
2013,04,06,20,37
2013,04,07,09,48
2013,04,16,08,27
2013,04,16,14,50
2013,04,16,19,49
2013,04,17,08,50
2013,04,26,08,35
2013,04,26,14,53
2013,04,26,21,16
2013,04,27,08,48
2013,05,06,08,45
2013,05,06,14,58
2013,05,06,21,04
2013,05,07,08,56
2013,05,16,08,35
2013,05,16,14,52
2013,05,16,22,09
2013,05,17,08,44
2013,05,26,07,41
2013,05,26,14,56
2013,05,26,21,51
2013,05,27,07,54
2013,06,05,08,37
2013,06,05,14,58
2013,06,05,21,41
2013,06,06,08,52
2013,06,15,08,35
2013,06,15,14,52
2013,06,15,20,54
2013,06,16,08,51
2013,06,25,08,41
2013,06,25,14,47
2013,06,25,20,57
2013,06,26,08,50
2013,07,05,08,37
2013,07,05,14,50
2013,07,05,20,50
2013,07,06,08,46
2013,07,15,08,37
2013,07,15,15,04
2013,07,15,20,51
2013,07,16,08,51
2013,07,25,08,49
2013,07,25,14,49
2013,07,25,21,07
2013,07,26,09,02
2013,08,04,08,41
2013,08,04,14,50
2013,08,04,20,54
2013,08,05,08,52
2013,08,14,08,41
2013,08,14,14,54
2013,08,14,20,54
2013,08,15,08,48
2013,08,19,08,41
2013,08,19,14,48
2013,08,19,20,01
2013,08,25,08,47
2013,08,29,08,37
2013,08,29,14,46
2013,08,29,19,58
2013,09,04,08,48
2013,09,08,08,43
2013,09,08,13,55
2013,09,08,19,54
2013,09,14,08,50
2013,09,23,08,41
2013,09,23,13,48
2013,09,23,20,08
2013,09,24,08,52
2013,10,03,08,33
2013,10,03,13,56
2013,10,03,20,04
2013,10,04,08,50
2013,10,13,08,31
2013,10,13,13,54
2013,10,13,19,58
2013,10,14,08,56
2013,10,23,08,37
2013,10,23,13,54
2013,10,23,19,06
2013,10,24,08,44
2013,11,02,08,35
2013,11,02,13,57
2013,11,02,19,00
2013,11,03,08,50
2013,11,12,08,35
2013,11,12,13,50
2013,11,12,18,50
2013,11,13,08,44
2013,12,02,08,37
2013,12,02,13,52
2013,12,02,18,53
2013,12,03,08,48
2013,12,12,09,43
2013,12,12,13,55
2013,12,12,18,48
2013,12,13,09,56
2013,12,22,09,35
2013,12,22,14,46
2013,12,22,18,57
2013,12,23,09,53
2014,01,01,09,39
2014,01,01,14,48
2014,01,01,18,50
2014,01,02,09,53
2014,01,11,09,09
2014,01,11,14,54
2014,01,11,19,50
2014,01,12,09,52
2014,01,21,09,35
2014,01,21,14,48
2014,01,21,19,50
2014,01,22,09,46
2014,01,31,09,27
2014,01,31,14,52
2014,01,31,19,55
2014,02,01,09,53
2014,02,10,09,37
2014,02,10,14,50
2014,02,10,19,46
2014,02,11,09,52
2014,02,20,09,43
2014,02,20,14,50
2014,02,20,0,0
2014,02,21,09,44
