2015,01,24,11,55
2015,01,24,08,24
2015,01,25,11,45
2015,01,24,14,12
2015,01,26,06,45
2015,01,25,13,23
2015,01,27,06,39
2015,01,26,08,47
2015,01,28,06,40
2015,01,29,06,39
2015,01,30,06,42
2015,01,31,06,44
2015,02,01,06,40
2015,02,02,06,43
2015,02,03,06,42
2015,02,04,06,42
2015,02,05,06,40
2015,02,06,06,41
2015,02,07,06,36
2015,02,08,06,47
2015,02,10,06,41
2015,02,12,06,39
2015,02,14,06,41
2015,02,16,06,48
2015,02,18,06,45
2015,02,20,06,38
2015,02,22,06,45
2015,02,24,06,41
2015,02,26,06,43
2015,02,28,06,43
2015,03,02,06,44
2015,03,04,06,42
2015,03,06,06,37
2015,03,08,06,37
2015,03,10,06,48
2015,03,12,06,43
2015,03,14,06,42
2015,03,16,06,42
2015,03,18,06,43
2015,03,20,06,44
2015,03,22,06,49
2015,03,24,06,36
2015,03,26,06,42
2015,03,30,06,43
2015,04,04,06,42
2015,04,09,06,53
2015,04,14,06,42
2015,04,19,06,39
2015,04,24,06,47
2015,04,29,06,34
2015,05,04,06,43
2015,05,09,06,44
2015,05,14,05,45
2015,05,19,05,39
2015,05,24,05,48
2015,05,29,05,43
2015,06,03,05,41
2015,06,08,05,38
2015,06,13,05,38
2015,06,18,05,42
2015,06,23,05,37
2015,06,28,05,47
2015,07,03,05,47
2015,07,08,05,48
2015,07,13,05,37
2015,07,18,05,37
2015,07,23,05,38
2015,07,28,05,40
2015,08,02,05,45
2015,08,07,05,44
2015,08,12,05,36
2015,08,17,05,48
2015,08,22,05,39
2015,08,27,05,47
2015,09,01,05,48
2015,09,06,05,39
2015,09,11,05,42
2015,09,16,05,36
2015,09,21,05,42
2015,09,26,05,42
2015,10,01,05,37
2015,10,06,05,36
2015,10,11,04,42
2015,10,16,04,38
2015,10,21,04,40
2015,10,26,04,43
2015,10,31,04,40
2015,11,05,04,37
2015,11,08,04,40
2015,11,11,04,39
2015,11,14,04,45
2015,11,17,04,39
2015,11,20,04,43
2015,11,23,04,43
2015,11,26,04,37
2015,11,29,04,36
2015,12,02,04,43
2015,12,04,04,41
2015,12,06,04,42
2015,12,08,04,43
2015,12,10,04,39
2015,12,12,04,34
2015,12,14,04,41
2015,12,16,04,37
2015,12,18,04,43
2015,12,20,03,41
2015,12,22,03,40
2015,12,24,03,38
2015,12,26,03,37
2015,12,28,03,39
2015,12,30,03,47
2016,01,01,03,39
2016,01,03,03,39
2016,01,05,03,45
2016,01,07,03,41
2016,01,11,03,41
2016,01,15,03,40
2016,01,19,03,42
2016,01,23,03,39
2016,01,27,03,45
2016,01,31,03,45
2016,02,04,03,47
2016,02,08,03,46
2016,02,12,03,48
2016,02,16,03,41
2016,02,20,03,41
2016,02,24,03,43
2016,02,28,03,42
2016,03,03,03,42
2016,03,07,03,36
2016,03,11,03,43
2016,03,15,03,41
2016,03,19,03,45
2016,03,23,03,39
2016,03,27,02,45
2016,03,31,02,42
2016,04,05,02,43
2016,04,10,02,46
2016,04,11,14,44
2016,04,12,14,43
2016,04,13,02,42
2016,04,14,02,39
2016,04,15,02,40
2016,04,20,02,42
2016,04,25,02,39
2016,04,30,02,42
2016,05,05,02,45
2016,05,10,02,36
2016,05,15,02,38
2016,05,20,02,35
2016,05,25,02,32
2016,05,30,02,41
2016,06,04,01,44
2016,06,09,01,42
2016,06,14,01,40
2016,06,19,01,38
2016,06,24,01,26
2016,06,29,01,30
2016,07,04,01,32
2016,07,09,01,40
2016,07,14,01,42
2016,07,19,01,46
2016,07,24,01,30
2016,07,29,01,37
2016,08,03,01,42
2016,08,08,01,43
2016,08,13,01,33
2016,08,18,01,48
2016,08,23,01,52
2016,08,28,01,32
2016,09,02,01,40
2016,09,07,01,36
2016,09,12,01,42
2016,09,17,01,43
2016,09,22,01,43
2016,09,27,01,39
2016,09,30,01,30
2016,10,05,01,39
2016,10,08,01,43
2016,10,10,01,40
2016,10,12,01,45
2016,10,14,01,41
2016,10,16,01,45
2016,10,18,01,45
2016,10,20,01,47
2016,10,22,00,34
2016,10,24,00,42
2016,10,26,00,47
2016,10,28,00,45
2016,10,30,00,47
2016,11,01,00,39
2016,11,03,00,34
2016,11,05,00,46
2016,11,07,00,39
2016,11,09,00,39
2016,11,11,00,31
2016,11,13,00,41
2016,11,15,00,43
2016,11,17,00,40
2016,11,19,00,45
2016,11,21,00,41
2016,11,23,00,39
2016,11,25,00,48
2016,11,27,00,35
2016,11,29,00,41
2016,12,01,00,47
2016,12,03,00,42
2016,12,05,00,43
2016,12,07,00,40
2016,12,09,00,49
2016,12,11,00,44
2016,12,13,00,45
2016,12,15,00,39
2016,12,17,00,45
2016,12,19,00,43
2016,12,21,00,51
2016,12,23,00,45
2016,12,25,00,42
2016,12,27,00,40
2016,12,29,00,36
2016,12,31,00,43
2017,01,02,00,28
2017,01,04,00,39
2017,01,06,00,35
2017,01,08,00,52
2017,01,10,00,43
2017,01,12,00,42
2017,01,14,00,47
2017,01,16,00,41
2017,01,18,00,47
2017,01,20,00,55
2017,01,22,00,45
2017,01,24,00,50
2017,01,26,00,48
2017,01,28,00,49
2017,01,30,00,42
2017,02,01,00,40
2017,02,03,00,39
2017,02,05,00,46
2017,02,07,00,45
2017,02,09,00,43
2017,02,11,00,45
2017,02,13,00,37
2017,02,15,00,42
2017,02,17,00,47
2017,02,19,00,42
2017,02,21,00,41
2017,02,23,00,46
2017,02,25,00,41
2017,02,27,00,48
2017,03,01,00,19
2017,03,05,00,40
2017,03,09,00,43
2017,03,13,00,47
2017,03,17,00,39
2017,03,21,00,45
2017,03,25,00,47
2017,03,29,00,45
2017,04,03,00,46
2017,04,08,00,40
2017,04,13,00,51
2017,04,14,12,45
2017,04,19,00,40
2017,04,24,00,43
2017,04,29,00,44
2017,05,04,00,46
